Order Date,Order Ref No,Customer Ref,Order Number,Product Key,Region Key,Order Quantity
25/04/2017,2017YY275402,123991,ON#2361,447,1,84
20/11/2018,2018XX242705,126121,ON#2409,447,4,90
11/12/2015,2015XX269585,131011,ON#2385,447,1,82
27/12/2015,2015XX217477,123706,ON#2443,447,4,78
19/05/2015,2015XX222062,126946,ON#2419,447,5,81
11/12/2016,2016XX232863,127606,ON#2432,447,2,80
28/11/2015,2015XX213144,132481,ON#2350,447,3,78
21/12/2017,2017XX211254,122086,ON#2449,447,3,85
19/12/2017,2017XX245008,126586,ON#2444,447,3,87
08/04/2015,2015YY243195,129796,ON#2429,447,5,75
22/04/2015,2015YY218618,132316,ON#2405,447,4,75
28/12/2015,2015XX216462,124786,ON#2429,447,3,75
03/11/2018,2018XX252330,127201,ON#2441,447,5,83
18/12/2017,2017XX266596,131791,ON#2395,447,1,83
22/12/2018,2018XX216343,129946,ON#2437,447,2,89
19/09/2018,2018XX231022,132991,ON#2411,447,4,78
07/07/2015,2015XX280470,131896,ON#2426,447,3,89
06/10/2016,2016XX246723,132136,ON#2353,447,5,89
08/12/2015,2015XX258203,122206,ON#2383,447,3,90
08/02/2018,2018YY235075,126301,ON#2360,447,3,81
02/12/2015,2015XX254423,121756,ON#2359,447,2,87
18/12/2016,2016XX222076,121756,ON#2440,447,4,84
26/06/2018,2018XX231381,132736,ON#2440,447,4,84
06/12/2016,2016XX222027,122746,ON#2434,447,2,78
25/10/2018,2018XX253604,130261,ON#2386,447,5,83
24/12/2017,2017XX244042,127891,ON#2404,447,1,84
18/12/2017,2017XX245323,122146,ON#2370,447,4,88
13/07/2017,2017XX232037,122041,ON#2386,447,3,77
07/04/2017,2017XX222111,127981,ON#2377,447,1,87
18/03/2018,2018XX220298,123436,ON#2445,447,3,83
02/07/2018,2018XX232772,126046,ON#2368,447,1,87
23/10/2017,2017YY268941,131071,ON#2349,447,3,78
11/12/2017,2017XX258154,124426,ON#2401,448,4,78
27/12/2015,2015XX222664,127666,ON#2365,448,3,87
28/09/2017,2017YY257923,131986,ON#2423,448,1,76
08/12/2017,2017XX272882,125206,ON#2368,448,3,83
28/11/2016,2016XX273750,130696,ON#2350,448,3,86
05/12/2017,2017XX237217,122251,ON#2426,448,1,79
10/11/2018,2018YY228460,123871,ON#2409,448,2,77
17/12/2017,2017YY216007,127606,ON#2388,448,5,82
16/10/2018,2018XX233101,123001,ON#2416,448,4,89
14/08/2016,2016XX225282,129481,ON#2446,448,4,88
03/03/2015,2015XX251070,123901,ON#2447,448,1,78
12/03/2017,2017XX276151,130321,ON#2362,448,5,85
30/07/2018,2018XX242908,130396,ON#2420,448,2,90
03/05/2016,2016YY233353,129061,ON#2384,448,4,81
16/11/2017,2017XX253310,130366,ON#2420,448,5,84
27/12/2018,2018XX241739,125866,ON#2447,448,5,83
26/12/2015,2015XX233801,121651,ON#2449,448,3,81
06/10/2017,2017XX262585,127096,ON#2408,448,4,82
03/09/2017,2017XX267478,122131,ON#2421,448,3,87
23/03/2017,2017YY254493,132691,ON#2415,448,1,86
15/07/2017,2017YY219710,128401,ON#2396,448,5,76
08/10/2018,2018XX262221,127306,ON#2377,448,1,85
21/11/2017,2017XX244910,123556,ON#2385,448,2,76
30/12/2018,2018XX218527,128446,ON#2400,448,3,79
20/05/2017,2017XX220879,127831,ON#2391,448,1,78
28/12/2017,2017XX215489,126106,ON#2349,448,4,86
25/03/2018,2018XX238610,125191,ON#2357,448,1,77
15/12/2018,2018XX263012,122281,ON#2366,448,1,90
09/02/2017,2017YY248508,132931,ON#2422,448,1,81
02/05/2015,2015XX249572,127441,ON#2418,448,4,81
21/08/2015,2015XX239079,127006,ON#2430,448,1,89
06/03/2017,2017XX212206,121861,ON#2389,448,1,90
27/10/2017,2017YY261003,131491,ON#2364,448,1,84
28/06/2018,2018XX272553,121471,ON#2399,448,2,83
06/05/2015,2015XX260317,131011,ON#2430,448,5,82
19/07/2017,2017XX242957,131881,ON#2423,448,1,85
19/08/2017,2017XX225940,128056,ON#2378,449,3,75
27/06/2017,2017XX268479,132391,ON#2400,449,2,75
08/12/2017,2017XX258798,123646,ON#2380,449,2,86
17/03/2017,2017XX280169,125146,ON#2379,449,1,80
11/09/2018,2018XX254276,126211,ON#2354,449,3,90
04/12/2017,2017XX226185,130336,ON#2429,449,5,79
02/12/2015,2015XX260128,129481,ON#2408,449,1,82
24/09/2017,2017YY271741,129226,ON#2372,449,5,83
09/08/2018,2018XX261402,132901,ON#2391,449,3,76
10/09/2016,2016XX266666,130996,ON#2360,449,4,84
13/04/2016,2016XX239296,124861,ON#2441,449,1,84
14/12/2017,2017XX214005,126451,ON#2376,449,2,89
22/04/2018,2018XX230665,123676,ON#2433,449,5,84
29/09/2017,2017XX271125,125641,ON#2397,449,4,76
06/04/2016,2016XX236398,121306,ON#2421,449,5,90
02/05/2018,2018XX245708,122131,ON#2381,449,5,81
19/10/2016,2016XX212367,123301,ON#2404,449,2,86
06/09/2015,2015YY229181,130531,ON#2449,449,5,88
20/06/2018,2018YY259211,131941,ON#2349,449,4,75
24/12/2015,2015XX270838,131116,ON#2372,449,5,87
24/05/2018,2018XX247864,126466,ON#2361,449,3,88
15/08/2018,2018XX232261,132406,ON#2444,449,3,89
02/12/2015,2015YY248368,124036,ON#2397,449,3,79
19/07/2016,2016XX244455,127621,ON#2425,449,3,89
22/07/2018,2018XX235957,125236,ON#2444,449,4,90
28/05/2017,2017XX278818,130681,ON#2381,449,1,84
26/07/2016,2016XX230903,128596,ON#2394,449,5,78
22/09/2018,2018XX232702,122926,ON#2398,449,2,85
16/12/2017,2017XX224813,131506,ON#2368,449,3,77
22/12/2016,2016XX265497,131146,ON#2425,449,5,89
12/12/2016,2016XX247066,123886,ON#2449,449,2,87
14/10/2015,2015XX253982,130501,ON#2449,449,4,90
19/08/2015,2015XX249411,126241,ON#2424,449,4,77
17/03/2017,2017XX219318,125716,ON#2418,449,1,78
08/12/2016,2016XX274394,121216,ON#2409,449,5,80
19/04/2018,2018XX233220,126436,ON#2448,449,4,86
26/02/2017,2017XX279259,127006,ON#2448,449,4,86
22/04/2018,2018XX222804,130081,ON#2351,449,4,78
06/05/2015,2015XX260317,131011,ON#2358,449,2,83
25/10/2018,2018XX241361,129601,ON#2441,449,1,76
13/02/2016,2016XX239821,123601,ON#2383,449,4,75
14/11/2018,2018XX244189,121606,ON#2364,450,1,86
22/07/2015,2015YY228348,129436,ON#2353,450,4,88
03/12/2015,2015XX223371,124276,ON#2370,450,3,88
17/05/2018,2018XX221159,130036,ON#2393,450,3,84
07/03/2016,2016XX222720,132886,ON#2435,450,5,77
09/06/2017,2017XX275885,125641,ON#2422,450,4,78
16/12/2015,2015XX227620,126301,ON#2365,450,2,82
23/03/2017,2017XX230238,130096,ON#2448,450,4,89
19/12/2017,2017XX248025,122041,ON#2396,450,4,75
22/03/2017,2017XX250223,128746,ON#2416,450,2,88
22/12/2017,2017XX225695,124456,ON#2429,450,3,83
22/12/2017,2017XX225695,124456,ON#2444,450,2,79
29/03/2017,2017XX222496,127981,ON#2421,450,5,89
19/05/2016,2016XX253814,124366,ON#2367,450,2,78
10/04/2016,2016XX234368,129751,ON#2447,450,5,86
03/03/2018,2018XX272546,126946,ON#2363,450,5,86
02/11/2016,2016XX226605,130786,ON#2380,450,5,80
25/12/2015,2015XX211975,129466,ON#2369,450,4,80
11/04/2018,2018XX251707,122926,ON#2433,450,4,90
10/09/2015,2015XX272462,130831,ON#2390,450,3,75
04/06/2018,2018XX274422,129271,ON#2416,450,4,79
06/04/2015,2015XX280274,121261,ON#2442,450,1,78
06/09/2015,2015XX235936,125581,ON#2410,450,1,82
18/09/2016,2016XX230840,131836,ON#2360,450,3,81
14/06/2015,2015XX278377,121381,ON#2354,451,1,90
28/12/2016,2016YY271195,123991,ON#2426,451,3,87
05/12/2018,2018YY279329,125746,ON#2429,451,4,85
21/07/2017,2017XX251294,123151,ON#2420,451,4,88
03/12/2017,2017YY219668,129271,ON#2439,451,2,79
13/06/2015,2015XX238372,126151,ON#2437,451,1,82
08/03/2017,2017XX218107,123376,ON#2354,451,3,76
03/10/2018,2018XX269200,121726,ON#2443,451,1,90
17/08/2016,2016XX224617,124921,ON#2351,451,4,90
05/07/2017,2017XX277061,124891,ON#2418,451,2,88
26/09/2016,2016YY250972,129421,ON#2378,451,5,87
06/12/2016,2016XX229657,132781,ON#2414,451,2,77
20/11/2018,2018XX242705,126121,ON#2352,451,4,89
05/12/2016,2016XX241872,128476,ON#2351,451,1,81
09/12/2015,2015XX240577,132361,ON#2434,451,1,87
27/10/2017,2017XX281170,131821,ON#2442,451,2,83
16/12/2018,2018XX219325,124006,ON#2434,451,5,89
06/04/2016,2016XX220214,127501,ON#2405,451,5,87
20/12/2015,2015YY234396,125671,ON#2382,451,2,77
12/03/2015,2015XX238827,129496,ON#2402,451,1,78
31/12/2017,2018XX267352,122266,ON#2356,451,1,80
28/04/2018,2018YY259099,124186,ON#2414,451,4,83
06/04/2018,2018XX272259,123646,ON#2390,451,1,82
08/10/2015,2015XX228978,130576,ON#2354,451,3,77
21/12/2016,2016XX223518,127516,ON#2351,451,1,90
25/11/2017,2017XX277488,131701,ON#2424,451,4,89
12/12/2017,2017XX276543,132961,ON#2404,451,1,88
27/04/2018,2018YY252890,126001,ON#2349,451,1,90
17/09/2018,2018XX234200,131326,ON#2449,451,2,90
12/09/2017,2017XX239884,129181,ON#2401,451,5,82
03/10/2017,2017XX223952,130921,ON#2431,451,2,81
06/05/2016,2016XX214068,126526,ON#2425,451,1,82
15/07/2017,2017XX243517,121936,ON#2418,451,4,85
21/04/2016,2016XX270747,124186,ON#2429,451,1,84
04/10/2017,2017XX269312,130021,ON#2415,452,4,76
11/12/2018,2018YY266638,121711,ON#2414,452,2,89
06/03/2017,2017YY219717,130066,ON#2405,452,4,78
12/07/2018,2018YY231631,122236,ON#2388,452,4,86
22/10/2016,2016XX261185,123901,ON#2445,452,1,80
13/12/2018,2018XX246128,125251,ON#2369,452,4,77
24/08/2016,2016XX232023,132661,ON#2424,452,2,78
07/06/2017,2017XX250447,121981,ON#2370,452,1,89
03/07/2015,2015XX212108,131896,ON#2396,452,3,80
27/04/2018,2018XX258357,128446,ON#2406,452,3,82
11/05/2017,2017XX236027,125326,ON#2377,452,2,75
03/12/2015,2015XX218667,130831,ON#2426,452,5,83
11/12/2016,2016YY249306,127336,ON#2426,452,1,86
06/09/2015,2015YY229181,130531,ON#2377,452,2,77
03/09/2015,2015YY217512,129676,ON#2372,452,4,90
21/11/2017,2017XX244910,123556,ON#2403,452,1,83
05/05/2018,2018XX256061,124141,ON#2358,452,5,85
22/05/2016,2016XX218891,127201,ON#2407,452,3,86
06/10/2017,2017XX275703,131776,ON#2437,452,5,79
15/02/2017,2017XX244581,121786,ON#2359,452,2,81
27/09/2017,2017XX225814,121591,ON#2386,452,5,85
05/12/2017,2017XX273449,124966,ON#2443,452,1,88
22/11/2017,2017XX249691,124501,ON#2410,452,2,87
29/08/2017,2017XX275787,130666,ON#2395,452,2,90
30/04/2018,2018XX237847,121276,ON#2395,452,5,87
13/07/2017,2017XX232037,122041,ON#2364,452,3,82
23/10/2016,2016YY226556,125416,ON#2376,452,3,78
15/02/2018,2018XX224491,125881,ON#2409,452,5,81
11/07/2018,2018XX252176,129181,ON#2444,453,2,75
12/06/2015,2015XX215062,130006,ON#2426,453,3,84
10/06/2015,2015YY213284,129931,ON#2377,453,2,86
27/06/2017,2017XX230399,128821,ON#2353,453,1,76
18/04/2015,2015YY260051,123451,ON#2390,453,1,88
03/04/2018,2018XX275115,128491,ON#2378,453,4,87
18/09/2015,2015XX222713,124621,ON#2435,453,1,84
18/12/2018,2018XX235887,127111,ON#2354,453,2,90
10/08/2016,2016XX264839,124981,ON#2377,453,2,78
22/10/2018,2018XX234564,127591,ON#2411,453,1,88
10/08/2016,2016XX234669,127561,ON#2400,453,1,78
06/04/2018,2018XX279336,127171,ON#2412,453,2,87
11/12/2015,2015XX232219,131131,ON#2403,453,5,77
24/03/2018,2018XX247220,121726,ON#2377,453,2,79
30/12/2016,2016XX267541,130486,ON#2447,453,2,79
06/10/2017,2017YY263586,130201,ON#2368,453,1,75
07/03/2018,2018YY213053,131656,ON#2447,453,1,81
09/10/2017,2017XX214922,128206,ON#2435,453,4,80
30/04/2015,2015XX273302,128581,ON#2405,453,2,77
29/12/2018,2018YY269739,127471,ON#2443,453,3,82
16/11/2018,2018XX211450,131926,ON#2387,453,4,75
09/12/2016,2016XX226024,127606,ON#2415,453,1,82
10/04/2017,2017XX264482,129871,ON#2445,453,1,89
11/11/2018,2018XX222930,131356,ON#2440,453,2,83
13/09/2017,2017XX216672,129811,ON#2404,453,5,87
12/06/2016,2016XX246940,130081,ON#2449,453,2,79
28/12/2016,2016XX241326,121141,ON#2441,453,2,90
13/11/2016,2016XX213494,128581,ON#2420,454,2,87
19/12/2017,2017XX223910,121306,ON#2402,454,5,80
21/12/2017,2017XX221985,129676,ON#2392,454,2,85
08/12/2018,2018XX248312,125431,ON#2398,454,4,81
06/03/2017,2017YY219717,130066,ON#2390,454,2,84
20/12/2015,2015XX231981,126181,ON#2417,454,5,76
26/12/2015,2015XX275934,127936,ON#2409,454,1,88
16/09/2017,2017XX229839,126886,ON#2391,454,2,85
09/12/2015,2015XX246821,126736,ON#2352,454,1,79
16/02/2017,2017XX249061,132961,ON#2357,454,4,87
19/08/2018,2018YY253786,128521,ON#2424,454,1,77
27/12/2015,2015XX250811,128806,ON#2398,454,3,83
16/05/2018,2018XX245848,129751,ON#2397,454,3,85
26/10/2016,2016XX215146,123991,ON#2392,454,2,82
22/10/2016,2016XX269634,125686,ON#2358,454,5,88
05/05/2018,2018XX256061,124141,ON#2357,454,5,75
16/07/2015,2015XX238176,129871,ON#2416,454,4,81
14/12/2017,2017XX258896,130291,ON#2349,454,2,88
03/11/2016,2016YY256334,129076,ON#2355,454,4,78
28/04/2015,2015XX212094,124051,ON#2425,454,5,79
12/12/2017,2017YY275409,121396,ON#2381,454,1,77
23/07/2018,2018XX217036,130576,ON#2446,454,2,76
24/02/2017,2017YY276718,123646,ON#2422,454,5,82
20/07/2018,2018XX265224,124381,ON#2371,454,4,80
14/12/2016,2016XX241396,129961,ON#2411,454,2,81
23/05/2018,2018XX246996,125551,ON#2413,455,3,85
15/08/2017,2017XX248263,131866,ON#2404,455,3,79
18/11/2017,2017XX252799,129601,ON#2370,455,5,80
30/11/2018,2018XX234704,126316,ON#2362,455,4,77
15/12/2017,2017XX242278,121486,ON#2385,455,5,80
02/12/2016,2016XX224358,132781,ON#2349,455,3,86
08/08/2017,2017XX271153,122131,ON#2424,455,3,90
07/06/2017,2017XX229265,122566,ON#2429,455,4,88
10/03/2018,2018XX229986,132526,ON#2357,455,4,79
26/08/2017,2017XX215370,128926,ON#2431,455,2,76
27/09/2015,2015XX214544,127426,ON#2371,455,3,75
15/03/2015,2015XX218919,131641,ON#2399,455,1,76
02/06/2017,2017XX212738,123346,ON#2446,455,2,77
05/03/2017,2017XX229125,132631,ON#2404,455,3,75
03/06/2018,2018YY239611,124936,ON#2349,455,1,79
20/07/2018,2018XX240157,127441,ON#2394,455,4,78
13/03/2017,2017XX221705,126991,ON#2442,455,1,84
15/11/2018,2018XX262396,122371,ON#2427,455,2,82
12/12/2018,2018XX279602,124156,ON#2400,455,4,87
09/10/2018,2018XX255669,125356,ON#2442,455,3,75
10/06/2018,2018XX229412,127906,ON#2412,455,5,81
21/11/2018,2018YY226465,129406,ON#2426,455,4,77
24/02/2017,2017YY276718,123646,ON#2380,455,3,79
24/08/2015,2015XX256467,129646,ON#2410,455,1,75
13/10/2017,2017XX254115,122296,ON#2378,456,1,83
28/05/2017,2017XX273029,129766,ON#2439,456,4,76
11/07/2018,2018XX217316,131416,ON#2420,456,1,76
14/02/2015,2015XX273988,123361,ON#2438,456,2,84
25/12/2017,2017YY279833,130906,ON#2391,456,4,75
23/08/2017,2017XX233605,123121,ON#2368,456,5,84
23/12/2018,2018XX256523,126631,ON#2419,456,4,77
11/12/2017,2017XX239625,122026,ON#2351,456,5,84
18/04/2015,2015YY260051,123451,ON#2368,456,4,83
27/02/2015,2015YY266715,131596,ON#2410,456,4,90
27/05/2015,2015XX258511,121411,ON#2399,456,5,85
09/12/2016,2016XX234781,131206,ON#2431,456,2,84
10/08/2016,2016XX243839,122791,ON#2370,456,5,79
15/03/2016,2016YY258875,127426,ON#2413,456,1,87
17/07/2018,2018YY243419,129016,ON#2393,456,1,82
21/04/2016,2016XX238820,126841,ON#2353,456,3,86
10/11/2016,2016XX235320,122761,ON#2386,456,2,81
30/08/2016,2016YY276179,125521,ON#2372,456,4,88
20/10/2018,2018XX214187,124216,ON#2365,456,5,84
07/03/2018,2018YY213053,131656,ON#2427,456,4,81
27/07/2016,2016XX277796,132781,ON#2434,456,3,76
26/12/2016,2016YY247962,128011,ON#2403,456,2,86
21/12/2015,2015XX251609,127441,ON#2437,456,5,76
04/03/2016,2016XX238540,130141,ON#2421,456,1,90
11/12/2016,2016XX238715,128926,ON#2349,456,5,83
22/03/2017,2017YY250475,128071,ON#2368,456,3,83
12/05/2015,2015XX221768,129166,ON#2418,456,5,81
03/10/2018,2018XX213431,128326,ON#2353,456,3,88
18/10/2017,2017XX221019,126796,ON#2442,457,3,79
04/10/2016,2016YY249516,129256,ON#2385,457,4,76
21/07/2018,2018XX244147,126586,ON#2385,457,4,85
22/12/2016,2016YY237427,126991,ON#2396,457,5,83
07/12/2016,2016XX254703,129436,ON#2418,457,4,90
19/09/2018,2018XX224022,131026,ON#2442,457,3,85
10/09/2016,2016XX242551,129436,ON#2406,457,1,84
30/05/2017,2017XX266001,126946,ON#2352,457,2,88
23/10/2018,2018XX269592,127081,ON#2350,457,2,76
22/11/2018,2018XX265623,128971,ON#2390,457,5,82
11/10/2018,2018XX222118,130801,ON#2354,457,1,81
16/08/2018,2018XX277355,128371,ON#2407,457,2,82
28/10/2016,2016XX280414,126076,ON#2438,457,3,85
06/12/2018,2018XX227438,132046,ON#2372,457,3,77
26/04/2018,2018XX267093,127261,ON#2385,457,3,80
15/11/2017,2017XX267716,129526,ON#2380,457,5,86
23/12/2016,2016XX264825,122416,ON#2350,457,5,88
28/12/2016,2016XX236447,131821,ON#2418,457,4,86
06/10/2016,2016XX273834,123166,ON#2446,457,2,78
24/04/2016,2016XX241431,131581,ON#2417,457,2,87
17/12/2015,2015XX271279,121186,ON#2413,457,1,88
05/05/2015,2015XX260751,127696,ON#2425,457,4,77
27/12/2015,2015XX235943,128356,ON#2443,457,1,80
08/05/2015,2015XX277019,132796,ON#2413,457,2,76
04/10/2017,2017YY258924,126106,ON#2421,457,2,77
14/10/2016,2016XX230056,127021,ON#2427,457,3,85
10/02/2018,2018XX265973,122401,ON#2401,457,1,89
11/12/2018,2018XX252351,125536,ON#2412,457,2,79
18/10/2018,2018XX216882,131236,ON#2391,457,1,78
23/06/2017,2017XX265294,126721,ON#2432,457,1,86
27/07/2017,2017XX255228,121186,ON#2353,457,1,88
25/10/2016,2016YY218086,127831,ON#2356,457,3,83
27/10/2017,2017YY269158,129496,ON#2442,458,3,84
11/07/2017,2017XX224456,129841,ON#2354,458,3,79
21/03/2018,2018XX217022,126046,ON#2391,458,4,75
21/12/2016,2016XX211667,122761,ON#2410,458,3,86
13/12/2017,2017XX263383,125386,ON#2435,458,2,85
06/08/2016,2016XX227963,122086,ON#2365,458,3,83
12/12/2018,2018XX222055,125836,ON#2413,458,3,82
20/10/2017,2017XX214145,131596,ON#2419,458,5,87
07/12/2015,2015YY224085,131071,ON#2421,458,3,78
09/10/2015,2015XX279805,124501,ON#2428,458,1,82
10/08/2016,2016XX243839,122791,ON#2410,458,5,77
19/07/2018,2018XX223966,123781,ON#2384,458,3,87
18/02/2016,2016XX263894,131371,ON#2373,458,5,88
28/05/2018,2018XX272175,128716,ON#2423,458,2,87
03/11/2018,2018XX227326,126331,ON#2349,458,4,79
15/12/2015,2015YY234732,131986,ON#2428,458,5,83
10/11/2016,2016XX235320,122761,ON#2408,458,5,84
11/12/2016,2016XX226906,125356,ON#2439,458,3,78
13/06/2018,2018XX233388,123886,ON#2402,458,1,77
19/10/2018,2018XX275969,131251,ON#2360,458,3,81
15/12/2017,2017YY255564,131071,ON#2438,458,1,86
11/11/2015,2015XX214705,123826,ON#2395,458,3,77
03/08/2018,2018XX219171,121231,ON#2398,458,1,79
19/06/2018,2018XX266855,122686,ON#2412,458,1,77
30/12/2016,2016XX252540,128026,ON#2441,458,3,81
18/04/2018,2018YY240437,121741,ON#2354,458,2,80
18/11/2017,2017XX258469,125356,ON#2446,458,3,80
21/08/2018,2018YY219556,121936,ON#2381,458,5,81
22/12/2016,2016YY212724,126856,ON#2367,459,1,80
17/07/2018,2018XX240675,126856,ON#2446,459,3,78
18/12/2018,2018XX218177,125881,ON#2362,459,5,87
16/10/2016,2016YY241732,129466,ON#2431,459,1,84
02/11/2017,2017XX267205,123331,ON#2387,459,5,90
25/12/2016,2016YY214684,126781,ON#2427,459,3,82
30/11/2018,2018XX238498,129166,ON#2389,459,1,81
30/05/2018,2018XX235810,121741,ON#2433,459,4,86
30/11/2018,2018XX253835,126736,ON#2424,459,2,83
11/12/2018,2018XX263908,123331,ON#2440,459,3,88
15/09/2018,2018XX280477,129811,ON#2386,459,2,78
18/12/2015,2015XX251875,132316,ON#2354,459,2,82
26/08/2017,2017XX215370,128926,ON#2387,459,5,81
09/12/2015,2015XX240577,132361,ON#2422,459,4,87
09/04/2016,2016XX216840,124006,ON#2383,459,5,84
28/12/2015,2015YY217547,126601,ON#2446,459,2,86
29/04/2016,2016YY215209,130546,ON#2365,459,5,86
15/10/2015,2015XX271979,124126,ON#2365,459,1,75
20/12/2017,2017XX222356,132376,ON#2447,459,2,80
06/06/2018,2018XX217204,128131,ON#2396,459,2,75
22/10/2018,2018XX243475,129376,ON#2374,459,1,85
04/10/2018,2018XX272770,122011,ON#2408,459,1,82
03/10/2018,2018XX256250,132166,ON#2388,459,2,87
22/10/2018,2018XX276368,122686,ON#2371,459,4,82
09/03/2016,2016YY241704,122821,ON#2373,459,4,77
18/06/2017,2017YY228250,128326,ON#2422,459,5,85
28/10/2016,2016XX232128,126556,ON#2356,459,5,79
18/12/2018,2018YY267079,123481,ON#2419,459,1,88
12/12/2016,2016XX247066,123886,ON#2367,459,4,89
22/11/2017,2017XX272959,123061,ON#2403,459,4,85
07/10/2016,2016YY262648,131566,ON#2354,459,1,78
17/08/2018,2018YY268122,131176,ON#2424,460,4,80
25/12/2015,2015XX267527,130501,ON#2404,460,2,81
14/11/2016,2016XX225513,121996,ON#2424,460,4,87
16/10/2018,2018XX243566,124171,ON#2410,460,5,79
23/10/2016,2016XX223784,124036,ON#2415,460,5,90
12/08/2015,2015XX274765,127891,ON#2359,460,5,83
03/02/2018,2018XX224694,121156,ON#2372,460,3,90
11/12/2018,2018XX263908,123331,ON#2443,460,5,83
23/12/2015,2015XX240304,130996,ON#2425,460,4,75
20/12/2018,2018XX237455,129211,ON#2448,460,3,87
29/10/2015,2015XX234144,132061,ON#2430,460,1,88
02/12/2017,2017XX268549,131611,ON#2450,460,5,79
04/12/2017,2017XX220578,132976,ON#2388,460,3,75
07/12/2015,2015YY251665,122371,ON#2353,460,5,83
04/12/2017,2017XX264811,129631,ON#2377,460,3,85
26/10/2017,2017YY235376,131806,ON#2437,460,5,83
23/04/2016,2016YY274492,127261,ON#2412,460,1,88
19/10/2017,2017XX245148,126331,ON#2433,460,1,76
21/12/2016,2016XX227697,126316,ON#2441,460,3,80
26/05/2018,2018XX231435,127951,ON#2389,460,2,83
21/12/2015,2015XX274625,132061,ON#2386,460,5,81
20/12/2016,2016YY245771,130246,ON#2397,460,2,83
03/12/2018,2018YY223560,122491,ON#2395,460,5,77
18/09/2018,2018XX277306,130651,ON#2382,460,5,87
11/11/2017,2017XX268920,123721,ON#2404,460,3,77
04/12/2018,2018XX246632,122851,ON#2443,460,3,82
09/12/2017,2017XX269515,127156,ON#2364,460,1,83
07/03/2016,2016XX215251,128281,ON#2390,460,5,77
18/10/2017,2017XX242306,132721,ON#2449,460,3,84
08/06/2018,2018XX214033,123061,ON#2394,460,4,87
26/10/2016,2016XX272000,122896,ON#2410,460,3,86
03/06/2017,2017XX269368,124876,ON#2360,460,2,81
07/07/2017,2017XX224043,128206,ON#2416,460,5,78
13/12/2017,2017XX281037,129751,ON#2404,460,2,81
21/11/2018,2018XX258490,124816,ON#2420,461,2,76
12/12/2017,2017XX271958,121936,ON#2449,461,1,75
11/05/2018,2018XX273197,131236,ON#2371,461,2,78
10/05/2018,2018XX246492,122911,ON#2365,461,5,77
02/04/2017,2017YY255032,127381,ON#2406,461,5,84
13/12/2017,2017XX263383,125386,ON#2428,461,5,83
31/12/2017,2018XX271608,127666,ON#2353,461,2,83
27/03/2018,2018XX228425,122641,ON#2357,461,5,84
27/06/2015,2015XX267562,128506,ON#2361,461,1,84
24/07/2017,2017XX251714,126181,ON#2395,461,4,88
16/06/2017,2017YY257783,131821,ON#2360,461,5,81
10/12/2018,2018XX269459,126511,ON#2379,461,5,76
15/12/2015,2015XX236769,128521,ON#2410,461,4,88
27/06/2015,2015XX240787,124351,ON#2413,461,1,79
13/12/2018,2018XX275381,128086,ON#2401,461,1,76
19/06/2015,2015XX275437,132181,ON#2360,461,5,83
10/10/2015,2015XX214082,128251,ON#2373,461,2,90
26/07/2016,2016XX248963,126676,ON#2362,461,1,81
21/06/2018,2018XX222545,129451,ON#2365,461,3,80
29/12/2015,2015XX265196,121321,ON#2402,461,3,83
15/10/2018,2018XX258938,128221,ON#2356,461,2,88
17/12/2015,2015YY258917,131851,ON#2365,461,2,90
09/05/2018,2018XX262200,121231,ON#2432,461,2,90
06/12/2017,2017XX260121,127096,ON#2370,461,2,83
22/10/2018,2018XX243475,129376,ON#2368,461,2,89
21/02/2018,2018YY231862,126601,ON#2369,461,5,78
04/11/2015,2015XX220116,124546,ON#2442,461,4,88
14/11/2017,2017XX212374,122221,ON#2407,461,1,80
12/12/2017,2017XX276543,132961,ON#2365,461,4,80
12/12/2018,2018XX279602,124156,ON#2353,461,5,81
27/09/2017,2017XX274387,132976,ON#2398,461,5,84
24/05/2018,2018XX212913,131446,ON#2383,461,2,84
08/12/2016,2016XX274394,121216,ON#2357,461,3,87
08/09/2018,2018XX267989,126616,ON#2393,461,5,77
11/06/2015,2015XX214523,125791,ON#2428,461,5,80
27/06/2017,2017XX224449,123196,ON#2438,461,2,86
18/09/2016,2016XX230840,131836,ON#2433,461,5,82
12/06/2015,2015XX230385,125896,ON#2414,461,4,81
07/12/2018,2018XX218933,132796,ON#2397,462,2,87
08/12/2016,2016XX246485,128941,ON#2350,462,3,79
30/12/2018,2018XX222902,125926,ON#2390,462,2,80
03/04/2016,2016XX217183,130171,ON#2380,462,2,83
06/03/2017,2017YY219717,130066,ON#2388,462,3,77
27/12/2015,2015XX280197,129511,ON#2361,462,5,90
22/11/2018,2018XX278307,123946,ON#2383,462,4,76
30/05/2018,2018XX235810,121741,ON#2371,462,5,89
10/12/2016,2016XX238722,121201,ON#2447,462,3,82
09/06/2018,2018XX245078,130156,ON#2354,462,4,77
17/10/2018,2018XX247661,121201,ON#2431,462,4,83
06/12/2017,2017XX219647,126271,ON#2387,462,3,78
11/12/2017,2017XX256390,130066,ON#2359,462,5,85
09/10/2018,2018XX269249,124666,ON#2449,462,3,89
21/06/2018,2018XX222545,129451,ON#2402,462,2,85
14/12/2017,2017XX212549,123871,ON#2440,462,2,85
13/12/2018,2018XX275577,123466,ON#2406,462,2,88
09/10/2015,2015XX219031,128386,ON#2359,462,3,82
07/05/2015,2015XX281016,131371,ON#2350,462,3,75
