Customer_Ref,Marital Status,Gender,Annual Income,Total Children,EducationLevel,Occupation,Age,Home Owner,,
customer28052,M,m,"£40,196",0,Partial College,Manual,46,N,,
customer28053,S,f,"£88,930",0,Partial High School,Clerical,42,Y,,
customer28054,S,f,"£85,638",3,Bachelors,Management,26,Y,,
customer28055,M,f,"£45,601",0,Partial College,Skilled Manual,22,Y,,
customer28056,M,m,"£31,589",3,Partial High School,Manual,45,Y,,
customer28057,M,m,"£53,009",0,Partial College,Professional,47,N,,
customer28058,M,f,"£87,503",2,Partial High School,Clerical,49,N,,
customer28059,S,m,"£49,566",1,Graduate Degree,Professional,24,N,,
customer28060,S,m,"£41,261",2,High School,Skilled Manual,48,N,,
customer28061,S,f,"£66,095",2,Partial College,Clerical,22,Y,,
customer28062,M,m,"£89,347",5,Graduate Degree,Management,30,Y,,
customer28063,M,m,"£38,476",3,Partial High School,Professional,48,N,,
customer28064,S,m,"£43,079",3,Bachelors,Manual,29,Y,,
customer28065,M,f,"£71,583",0,Partial College,Skilled Manual,27,Y,,
customer28066,S,m,"£53,374",4,Partial High School,Clerical,41,Y,,
customer28067,M,m,"£88,190",5,High School,Clerical,24,N,,
customer28068,S,f,"£39,819",1,High School,Clerical,53,N,,
customer28069,M,m,"£73,273",1,High School,Management,49,N,,
customer28070,S,m,"£63,479",1,Partial College,Manual,49,Y,,
customer28071,M,m,"£36,161",2,Graduate Degree,Skilled Manual,26,Y,,
customer28072,M,f,"£51,725",1,Partial High School,Skilled Manual,35,N,,
customer28073,M,m,"£56,476",3,Partial College,Skilled Manual,25,Y,,
customer28074,M,f,"£41,902",0,Bachelors,Manual,33,Y,,
customer28075,M,m,"£44,915",4,Graduate Degree,Professional,54,N,,
customer28076,S,f,"£51,686",3,Graduate Degree,Professional,52,Y,,
customer28077,M,m,"£84,183",3,Graduate Degree,Professional,49,N,,
customer28078,M,m,"£46,217",4,Bachelors,Professional,50,N,,
customer28079,M,f,"£40,254",2,Graduate Degree,Management,40,N,,
customer28080,M,m,"£53,454",1,Bachelors,Skilled Manual,31,N,,
customer28081,M,f,"£38,196",5,Graduate Degree,Skilled Manual,50,N,,
customer28082,M,m,"£81,173",5,Partial College,Manual,46,N,,
customer28083,M,m,"£33,411",4,Bachelors,Skilled Manual,24,Y,,
customer28084,M,f,"£75,762",1,Graduate Degree,Skilled Manual,55,Y,,
customer28085,M,f,"£86,939",4,Partial College,Clerical,40,N,,
customer28086,S,f,"£89,844",5,Partial College,Clerical,23,N,,
customer28087,S,m,"£36,355",0,Partial College,Skilled Manual,39,N,,
customer28088,S,m,"£40,850",1,Partial College,Clerical,38,N,,
customer28089,M,m,"£65,758",0,Partial College,Manual,43,N,,
customer28090,M,m,"£37,224",4,Partial College,Management,45,Y,,
customer28091,M,m,"£43,488",5,Graduate Degree,Management,50,N,,
customer28092,S,m,"£82,582",3,High School,Clerical,48,Y,,
customer28093,S,f,"£74,317",5,Graduate Degree,Clerical,55,Y,,
customer28094,S,f,"£35,500",5,Graduate Degree,Management,32,Y,,
customer28095,S,f,"£71,256",3,Partial College,Manual,35,N,,
customer28096,S,m,"£36,658",1,Bachelors,Management,27,Y,,
customer28097,S,f,"£40,498",5,Partial High School,Manual,51,Y,,
customer28098,S,m,"£81,355",4,Partial High School,Skilled Manual,36,Y,,
customer28099,M,m,"£86,227",1,Partial High School,Management,37,N,,
customer28100,M,m,"£48,989",1,Partial High School,Professional,49,Y,,
customer28101,S,m,"£61,639",4,Partial College,Clerical,42,N,,
customer28102,S,m,"£60,300",0,Bachelors,Management,45,Y,,
customer28103,M,m,"£61,259",1,Partial College,Skilled Manual,54,Y,,
customer28104,S,m,"£83,193",5,Partial High School,Management,35,Y,,
customer28105,S,m,"£41,107",2,High School,Management,26,N,,
customer28106,M,m,"£78,366",4,Bachelors,Clerical,50,Y,,
customer28107,S,f,"£66,377",3,Partial High School,Professional,30,N,,
customer28108,S,f,"£74,994",2,Partial High School,Skilled Manual,31,Y,,
customer28109,M,m,"£39,091",2,High School,Skilled Manual,48,N,,
customer28110,M,m,"£84,364",4,Graduate Degree,Skilled Manual,29,N,,
customer28111,S,f,"£69,217",3,Partial High School,Clerical,31,N,,
customer28112,S,f,"£50,089",0,Graduate Degree,Clerical,24,N,,
customer28113,S,f,"£33,802",0,Graduate Degree,Manual,33,N,,
customer28114,S,f,"£59,404",2,Partial College,Management,49,N,,
customer28115,M,f,"£65,752",5,Bachelors,Manual,41,Y,,
customer28116,M,m,"£70,303",2,High School,Professional,43,N,,
customer28117,S,f,"£63,839",4,Partial High School,Professional,52,Y,,
customer28118,M,f,"£38,979",2,Partial College,Professional,52,N,,
customer28119,M,f,"£85,543",2,Bachelors,Manual,36,N,,
customer28120,S,m,"£81,996",4,Graduate Degree,Professional,49,Y,,
customer28121,M,f,"£51,319",4,High School,Clerical,46,Y,,
customer28122,S,m,"£82,896",5,Graduate Degree,Clerical,37,Y,,
customer28123,M,m,"£66,147",5,Partial College,Professional,27,N,,
customer28124,S,f,"£80,309",1,Partial College,Management,48,Y,,
customer28125,S,f,"£35,775",3,Partial College,Management,51,N,,
customer28126,M,f,"£52,798",2,High School,Skilled Manual,40,Y,,
customer28127,S,f,"£42,849",5,Partial High School,Professional,27,Y,,
customer28128,M,m,"£53,629",5,Graduate Degree,Clerical,50,N,,
customer28129,S,m,"£64,030",0,Bachelors,Management,34,N,,
customer28130,M,f,"£76,903",0,Partial High School,Manual,36,Y,,
customer28131,S,f,"£54,612",5,High School,Clerical,29,Y,,
customer28132,S,m,"£51,414",5,Graduate Degree,Manual,35,Y,,
customer28133,S,f,"£43,749",0,Partial High School,Manual,38,Y,,
customer28134,S,f,"£70,061",4,Partial High School,Management,50,N,,
customer28135,M,m,"£63,496",3,Partial College,Manual,53,Y,,
customer28136,S,m,"£84,363",2,High School,Manual,30,N,,
customer28137,S,m,"£59,593",5,Partial High School,Clerical,49,Y,,
customer28138,S,f,"£76,988",1,High School,Manual,44,N,,
customer28139,S,f,"£66,507",2,High School,Manual,40,N,,
customer28140,S,m,"£63,427",3,High School,Manual,28,N,,
customer28141,M,m,"£45,573",4,Partial College,Skilled Manual,45,N,,
customer28142,M,m,"£59,250",0,High School,Professional,31,N,,
customer28143,S,f,"£70,793",0,Graduate Degree,Skilled Manual,31,N,,
customer28144,S,m,"£59,908",1,Partial College,Management,46,N,,
customer28145,S,m,"£87,172",3,Partial High School,Professional,27,Y,,
customer28146,S,f,"£55,632",4,Graduate Degree,Manual,37,Y,,
customer28147,M,m,"£72,344",5,Partial College,Management,30,Y,,
customer28148,S,f,"£76,218",1,Partial High School,Clerical,33,Y,,
customer28149,M,f,"£79,910",1,Bachelors,Manual,34,N,,
customer28150,S,f,"£55,310",4,Partial College,Management,42,Y,,
customer28151,S,m,"£32,674",0,Partial High School,Management,25,N,,
customer28152,M,m,"£56,760",3,Graduate Degree,Skilled Manual,36,N,,
customer28153,S,f,"£43,485",5,Partial High School,Management,50,N,,
customer28154,S,f,"£83,025",4,Graduate Degree,Manual,34,Y,,
customer28155,M,f,"£30,889",3,Partial College,Management,33,Y,,
customer28156,S,f,"£44,273",3,Bachelors,Management,51,Y,,
customer28157,M,m,"£86,435",3,Bachelors,Clerical,55,Y,,
customer28158,M,f,"£31,577",0,Partial High School,Professional,41,N,,
customer28159,S,m,"£60,200",2,Bachelors,Manual,40,Y,,
customer28160,S,f,"£65,122",5,Bachelors,Clerical,44,N,,
customer28161,S,m,"£40,402",3,Partial College,Professional,35,Y,,
customer28162,M,m,"£46,002",1,High School,Clerical,32,N,,
customer28163,M,m,"£34,180",5,Partial College,Manual,48,Y,,
customer28164,M,m,"£36,893",4,Bachelors,Skilled Manual,55,Y,,
customer28165,S,m,"£87,625",3,Partial College,Management,23,N,,
customer28166,S,f,"£63,263",0,Partial College,Clerical,22,Y,,
customer28167,M,f,"£56,742",2,Bachelors,Management,36,N,,
customer28168,M,f,"£69,484",0,Graduate Degree,Professional,24,Y,,
customer28169,S,f,"£33,398",1,Bachelors,Manual,41,N,,
customer28170,M,f,"£43,795",4,Bachelors,Professional,43,N,,
customer28171,S,f,"£72,754",4,Partial College,Clerical,49,N,,
customer28172,M,m,"£88,487",5,High School,Skilled Manual,43,N,,
customer28173,S,m,"£81,427",3,High School,Management,22,Y,,
customer28174,M,m,"£39,262",3,High School,Management,47,Y,,
customer28175,M,f,"£66,042",0,Bachelors,Management,32,N,,
customer28176,M,f,"£65,234",1,Graduate Degree,Manual,22,N,,
customer28177,S,m,"£70,273",3,Partial College,Manual,41,Y,,
customer28178,S,m,"£71,667",2,Bachelors,Clerical,54,Y,,
customer28179,M,m,"£60,854",3,Partial College,Professional,38,N,,
customer28180,M,f,"£88,008",4,Partial College,Management,49,N,,
customer28181,M,m,"£36,759",1,Bachelors,Management,45,N,,
customer28182,M,f,"£88,917",0,Bachelors,Clerical,33,Y,,
customer28183,M,m,"£57,762",3,Graduate Degree,Management,42,N,,
customer28184,M,f,"£60,492",1,Partial College,Manual,47,N,,
customer28185,M,f,"£43,907",3,Bachelors,Clerical,38,Y,,
customer28186,M,f,"£87,318",5,Bachelors,Management,44,N,,
customer28187,S,f,"£45,523",0,Partial College,Skilled Manual,39,Y,,
customer28188,M,m,"£77,236",0,High School,Manual,49,Y,,
customer28189,S,m,"£43,317",1,Bachelors,Skilled Manual,26,N,,
customer28190,M,m,"£67,179",4,Partial High School,Professional,54,N,,
customer28191,S,m,"£71,339",2,Partial High School,Professional,23,N,,
customer28192,S,f,"£56,792",1,Graduate Degree,Clerical,41,N,,
customer28193,S,f,"£32,961",1,Partial High School,Skilled Manual,35,Y,,
customer28194,S,m,"£36,834",5,Graduate Degree,Professional,52,N,,
customer28195,M,m,"£78,816",2,Partial College,Professional,36,N,,
customer28196,S,m,"£50,656",1,Partial College,Skilled Manual,49,Y,,
customer28197,M,m,"£57,210",2,Graduate Degree,Manual,36,N,,
customer28198,S,m,"£35,145",0,Partial High School,Professional,41,N,,
customer28199,M,m,"£41,973",4,Graduate Degree,Clerical,53,N,,
customer28200,S,f,"£77,516",0,High School,Manual,39,Y,,
customer28201,M,f,"£31,362",4,Graduate Degree,Manual,39,Y,,
customer28202,M,m,"£69,832",4,Partial High School,Skilled Manual,37,Y,,
customer28203,S,m,"£76,367",4,Graduate Degree,Management,52,N,,
customer28204,M,f,"£74,492",2,Bachelors,Skilled Manual,33,Y,,
customer28205,S,m,"£59,541",3,Bachelors,Skilled Manual,46,Y,,
customer28206,M,m,"£48,478",4,Graduate Degree,Professional,32,Y,,
customer28207,M,f,"£61,571",1,High School,Skilled Manual,25,Y,,
customer28208,M,m,"£84,092",4,Bachelors,Management,24,Y,,
customer28209,S,m,"£83,520",5,Graduate Degree,Manual,31,N,,
customer28210,M,m,"£35,161",3,Bachelors,Manual,35,Y,,
customer28211,M,f,"£89,486",5,Graduate Degree,Professional,26,Y,,
customer28212,S,f,"£78,562",0,Graduate Degree,Management,42,Y,,
customer28213,M,m,"£56,801",4,Graduate Degree,Professional,38,Y,,
customer28214,S,m,"£71,195",3,Partial College,Professional,27,N,,
customer28215,S,f,"£69,716",2,Partial College,Skilled Manual,22,N,,
customer28216,M,f,"£39,616",0,Partial High School,Management,38,N,,
customer28217,S,f,"£60,755",4,Partial High School,Management,37,Y,,
customer28218,S,m,"£35,406",2,Bachelors,Manual,39,Y,,
customer28219,M,m,"£53,598",5,Bachelors,Management,36,N,,
customer28220,S,m,"£40,341",1,Partial College,Skilled Manual,39,N,,
customer28221,S,m,"£86,268",3,Partial College,Skilled Manual,38,Y,,
customer28222,M,f,"£79,666",3,Graduate Degree,Skilled Manual,22,Y,,
customer28223,S,f,"£31,211",1,Partial College,Management,42,Y,,
customer28224,S,f,"£81,352",3,High School,Clerical,29,N,,
customer28225,S,f,"£76,448",4,Bachelors,Skilled Manual,35,N,,
customer28226,M,m,"£84,588",4,Bachelors,Management,51,N,,
customer28227,M,f,"£63,376",1,Graduate Degree,Professional,34,N,,
customer28228,M,f,"£31,292",3,Partial High School,Clerical,39,N,,
customer28229,S,m,"£78,673",2,High School,Clerical,44,Y,,
customer28230,M,m,"£31,288",0,Bachelors,Clerical,48,Y,,
customer28231,S,m,"£34,980",4,Partial College,Manual,54,N,,
customer28232,S,m,"£40,752",5,High School,Clerical,22,Y,,
customer28233,S,f,"£80,359",2,Bachelors,Management,29,N,,
customer28234,S,m,"£56,689",4,Partial High School,Clerical,49,N,,
customer28235,S,m,"£50,360",4,Partial High School,Professional,29,Y,,
customer28236,S,f,"£86,207",4,Graduate Degree,Management,50,Y,,
customer28237,S,m,"£44,193",2,Bachelors,Manual,40,N,,
customer28238,S,f,"£82,000",2,Bachelors,Manual,30,N,,
customer28239,S,m,"£87,269",0,Partial College,Professional,53,Y,,
customer28240,S,f,"£69,729",2,Bachelors,Professional,24,Y,,
customer28241,S,f,"£62,069",3,Graduate Degree,Skilled Manual,22,Y,,
customer28242,S,f,"£32,603",5,Partial College,Skilled Manual,24,N,,
customer28243,S,f,"£77,838",4,Graduate Degree,Clerical,29,Y,,
customer28244,S,f,"£50,716",5,Bachelors,Professional,55,Y,,
customer28245,S,f,"£46,431",0,Graduate Degree,Management,51,Y,,
customer28246,S,f,"£33,256",2,Graduate Degree,Management,54,N,,
customer28247,S,m,"£37,379",4,Partial College,Professional,50,N,,
customer28248,S,m,"£57,280",3,Partial High School,Manual,25,Y,,
customer28249,S,f,"£65,102",2,Partial College,Clerical,22,N,,
customer28250,S,m,"£47,015",3,Partial College,Professional,45,Y,,
customer28251,S,f,"£87,535",1,Graduate Degree,Manual,22,Y,,
customer28252,S,f,"£46,962",4,Graduate Degree,Clerical,25,Y,,
customer28253,M,f,"£52,206",2,High School,Professional,55,N,,
customer28254,S,f,"£77,889",3,Graduate Degree,Skilled Manual,40,N,,
customer28255,M,f,"£34,992",4,Bachelors,Manual,52,Y,,
customer28256,S,f,"£68,073",2,Partial College,Professional,40,Y,,
customer28257,S,m,"£55,866",4,High School,Skilled Manual,28,N,,
customer28258,M,f,"£49,372",3,Partial High School,Skilled Manual,23,Y,,
customer28259,M,m,"£60,460",5,Partial High School,Management,35,Y,,
customer28260,S,m,"£75,587",5,Partial College,Skilled Manual,24,Y,,
customer28261,S,m,"£88,750",4,High School,Management,36,Y,,
customer28262,S,m,"£51,475",1,Graduate Degree,Clerical,45,Y,,
customer28263,M,m,"£55,264",5,Graduate Degree,Management,46,N,,
customer28264,M,m,"£31,027",0,Partial College,Skilled Manual,54,N,,
customer28265,S,f,"£44,941",4,High School,Professional,45,N,,
customer28266,M,m,"£63,934",0,Bachelors,Management,22,N,,
customer28267,M,m,"£41,755",5,Graduate Degree,Professional,42,Y,,
customer28268,S,f,"£39,773",1,High School,Manual,23,N,,
customer28269,S,m,"£35,459",2,Partial High School,Skilled Manual,34,Y,,
customer28270,M,f,"£69,537",3,Partial College,Manual,43,Y,,
customer28271,S,m,"£52,605",4,Graduate Degree,Clerical,23,Y,,
customer28272,M,m,"£33,015",3,High School,Professional,41,Y,,
customer28273,M,m,"£49,824",1,Graduate Degree,Professional,25,N,,
customer28274,M,m,"£31,014",2,Partial High School,Manual,53,N,,
customer28275,S,f,"£47,706",0,High School,Clerical,35,N,,
customer28276,S,f,"£64,610",0,High School,Manual,34,N,,
customer28277,M,f,"£83,654",1,High School,Professional,44,Y,,
customer28278,S,m,"£61,882",1,Bachelors,Management,42,N,,
customer28279,M,m,"£70,994",5,Graduate Degree,Management,48,N,,
customer28280,M,f,"£47,284",2,Graduate Degree,Professional,38,N,,
customer28281,S,m,"£41,852",0,Graduate Degree,Skilled Manual,39,N,,
customer28282,M,m,"£61,205",4,Bachelors,Professional,37,N,,
customer28283,S,f,"£60,517",1,Partial College,Clerical,53,N,,
customer28284,M,f,"£47,161",0,Graduate Degree,Skilled Manual,44,Y,,
customer28285,M,m,"£89,587",2,Graduate Degree,Management,50,Y,,
customer28286,S,m,"£45,528",3,Partial College,Manual,39,Y,,
customer28287,S,m,"£37,925",4,Partial College,Manual,49,Y,,
customer28288,S,f,"£68,406",0,Partial High School,Manual,30,Y,,
customer28289,S,m,"£60,182",3,Graduate Degree,Management,26,N,,
customer28290,S,m,"£42,234",1,Graduate Degree,Professional,33,Y,,
customer28291,M,f,"£45,071",3,Partial High School,Skilled Manual,42,Y,,
customer28292,S,m,"£81,576",0,High School,Management,35,Y,,
customer28293,M,f,"£51,464",5,Partial College,Management,43,N,,
customer28294,M,f,"£41,143",1,Graduate Degree,Professional,44,N,,
customer28295,S,f,"£88,542",3,Partial College,Clerical,38,N,,
customer28296,S,f,"£70,339",3,High School,Professional,37,N,,
customer28297,M,f,"£84,265",4,Partial College,Skilled Manual,31,N,,
customer28298,S,f,"£88,309",5,High School,Professional,54,N,,
customer28299,S,m,"£51,104",1,Partial High School,Manual,31,N,,
customer28300,M,f,"£61,650",2,Partial College,Manual,53,Y,,
customer28301,M,f,"£83,716",5,Graduate Degree,Manual,25,N,,
customer28302,S,m,"£68,442",0,Bachelors,Professional,29,Y,,
customer28303,M,m,"£89,751",0,Partial High School,Professional,46,N,,
customer28304,S,m,"£39,796",4,Bachelors,Management,53,Y,,
customer28305,S,f,"£69,523",3,Bachelors,Skilled Manual,29,Y,,
customer28306,M,f,"£86,949",3,Partial College,Professional,54,Y,,
customer28307,S,m,"£57,166",4,High School,Management,43,N,,
customer28308,M,m,"£48,018",0,Graduate Degree,Clerical,37,Y,,
customer28309,M,f,"£49,321",1,High School,Skilled Manual,22,N,,
customer28310,M,f,"£88,077",2,Graduate Degree,Clerical,45,Y,,
customer28311,S,f,"£76,480",5,Partial College,Professional,30,Y,,
customer28312,M,f,"£89,401",5,Bachelors,Management,22,N,,
customer28313,S,m,"£88,191",3,Bachelors,Skilled Manual,48,Y,,
customer28314,S,f,"£84,364",0,Partial High School,Professional,55,Y,,
customer28315,M,f,"£67,366",1,Partial High School,Skilled Manual,52,Y,,
customer28316,M,f,"£44,077",5,Partial High School,Skilled Manual,54,Y,,
customer28317,S,m,"£43,082",0,Bachelors,Manual,37,N,,
customer28318,S,f,"£32,048",0,Partial High School,Skilled Manual,45,N,,
customer28319,M,m,"£85,988",1,Bachelors,Management,39,Y,,
customer28320,S,m,"£53,259",1,Graduate Degree,Manual,32,Y,,
customer28321,M,m,"£44,621",0,Graduate Degree,Manual,37,N,,
customer28322,M,m,"£55,857",1,Bachelors,Skilled Manual,29,N,,
customer28323,M,m,"£40,127",4,High School,Skilled Manual,48,N,,
customer28324,M,m,"£31,050",3,Graduate Degree,Skilled Manual,37,Y,,
customer28325,M,m,"£88,729",2,Partial High School,Clerical,51,N,,
customer28326,S,f,"£53,181",1,Graduate Degree,Management,36,Y,,
customer28327,M,m,"£85,554",0,Bachelors,Management,40,Y,,
customer28328,M,m,"£45,805",4,High School,Skilled Manual,27,Y,,
customer28329,S,f,"£41,401",3,Partial College,Skilled Manual,42,N,,
customer28330,S,m,"£50,122",0,High School,Professional,23,Y,,
customer28331,S,m,"£48,563",3,Graduate Degree,Manual,30,N,,
customer28332,M,f,"£64,371",0,Bachelors,Clerical,30,N,,
customer28333,M,m,"£31,952",2,High School,Clerical,24,Y,,
customer28334,M,f,"£44,589",5,Graduate Degree,Manual,22,Y,,
customer28335,S,m,"£83,361",5,Partial High School,Professional,46,N,,
customer28336,M,m,"£58,402",5,Partial High School,Professional,47,Y,,
customer28337,S,f,"£40,659",3,Partial College,Skilled Manual,25,Y,,
customer28338,S,m,"£87,094",2,Partial High School,Clerical,31,Y,,
customer28339,S,f,"£87,843",3,Bachelors,Skilled Manual,55,N,,
customer28340,S,m,"£32,911",0,Partial High School,Manual,33,Y,,
customer28341,S,f,"£34,462",1,Partial College,Professional,50,Y,,
customer28342,S,m,"£36,943",0,Graduate Degree,Professional,33,Y,,
customer28343,M,f,"£43,809",1,Graduate Degree,Professional,53,N,,
customer28344,S,f,"£70,436",3,Bachelors,Professional,36,Y,,
customer28345,S,f,"£58,706",2,Partial High School,Clerical,48,N,,
customer28346,S,f,"£32,492",1,Partial College,Management,44,N,,
customer28347,M,f,"£44,319",2,High School,Management,40,N,,
customer28348,S,m,"£42,575",0,Bachelors,Clerical,45,N,,
customer28349,S,m,"£84,747",5,Bachelors,Management,22,Y,,
customer28350,S,f,"£63,630",3,Partial College,Manual,54,N,,
customer28351,M,m,"£34,525",0,Partial High School,Professional,41,N,,
customer28352,M,m,"£78,693",3,Partial College,Clerical,51,N,,
customer28353,S,f,"£70,543",5,Partial College,Clerical,40,Y,,
customer28354,S,f,"£50,367",4,Bachelors,Professional,39,Y,,
customer28355,M,m,"£47,780",4,High School,Professional,49,N,,
customer28356,S,f,"£65,165",1,High School,Management,52,N,,
customer28357,S,m,"£63,937",3,Partial College,Management,32,N,,
customer28358,S,m,"£32,892",3,Partial High School,Professional,34,N,,
customer28359,M,f,"£68,108",0,Partial High School,Management,25,Y,,
customer28360,S,m,"£61,285",2,Bachelors,Management,48,N,,
customer28361,M,m,"£83,299",5,Bachelors,Skilled Manual,38,Y,,
customer28362,S,f,"£31,560",0,Partial College,Professional,41,N,,
customer28363,S,m,"£58,631",3,High School,Skilled Manual,47,N,,
customer28364,S,m,"£50,241",3,Graduate Degree,Professional,49,Y,,
customer28365,M,m,"£86,956",0,Bachelors,Professional,44,Y,,
customer28366,M,m,"£33,176",3,Graduate Degree,Manual,30,N,,
customer28367,S,f,"£31,831",3,Partial College,Skilled Manual,39,Y,,
customer28368,S,f,"£89,688",4,High School,Manual,54,N,,
customer28369,S,f,"£72,862",1,Bachelors,Manual,25,Y,,
customer28370,S,f,"£87,764",0,Partial College,Clerical,47,N,,
customer28371,S,m,"£48,874",0,High School,Manual,25,Y,,
customer28372,S,f,"£51,807",3,Graduate Degree,Clerical,26,Y,,
customer28373,M,f,"£70,228",3,High School,Clerical,47,N,,
customer28374,M,m,"£73,705",1,Graduate Degree,Skilled Manual,51,Y,,
customer28375,S,f,"£53,762",0,Partial High School,Professional,22,N,,
customer28376,M,f,"£79,217",4,Graduate Degree,Skilled Manual,40,Y,,
customer28377,S,m,"£64,836",4,Graduate Degree,Management,55,Y,,
customer28378,M,f,"£45,438",2,Bachelors,Skilled Manual,37,Y,,
customer28379,M,m,"£44,870",5,Graduate Degree,Management,47,N,,
customer28380,M,f,"£49,081",1,Partial College,Clerical,51,N,,
customer28381,S,m,"£79,035",4,High School,Skilled Manual,53,N,,
customer28382,S,f,"£30,811",5,Bachelors,Management,29,N,,
customer28383,M,m,"£89,344",5,Graduate Degree,Professional,33,Y,,
customer28384,M,m,"£61,140",0,Partial High School,Professional,31,N,,
customer28385,M,f,"£76,117",4,Partial High School,Professional,43,N,,
customer28386,M,m,"£41,237",0,Partial High School,Management,48,N,,
customer28387,M,f,"£35,198",4,Partial High School,Management,29,N,,
customer28388,S,m,"£44,685",2,Partial High School,Management,53,Y,,
customer28389,M,m,"£41,970",2,Partial High School,Management,22,Y,,
customer28390,M,f,"£30,457",1,Partial High School,Manual,30,N,,
customer28391,S,f,"£44,742",1,Partial College,Manual,52,N,,
customer28392,M,f,"£43,579",4,Partial High School,Clerical,26,Y,,
customer28393,S,f,"£42,688",5,Bachelors,Management,30,N,,
customer28394,S,m,"£34,456",4,Graduate Degree,Manual,52,N,,
customer28395,M,m,"£30,775",0,Partial High School,Skilled Manual,45,N,,
customer28396,M,m,"£30,457",4,Partial College,Skilled Manual,55,Y,,
customer28397,M,m,"£37,049",3,Graduate Degree,Management,23,Y,,
customer28398,M,f,"£76,785",2,Bachelors,Manual,51,Y,,
customer28399,S,m,"£63,992",5,Partial College,Management,49,N,,
customer28400,S,m,"£64,422",3,Graduate Degree,Skilled Manual,22,Y,,
customer28401,S,f,"£37,114",0,Bachelors,Skilled Manual,45,Y,,
customer28402,M,f,"£31,884",5,Graduate Degree,Manual,22,Y,,
customer28403,M,m,"£38,982",1,Bachelors,Skilled Manual,42,Y,,
customer28404,M,f,"£56,848",0,Graduate Degree,Skilled Manual,37,N,,
customer28405,M,f,"£78,754",4,Partial College,Skilled Manual,47,Y,,
customer28406,M,f,"£84,985",0,Partial High School,Professional,43,N,,
customer28407,M,m,"£36,267",3,Bachelors,Skilled Manual,29,Y,,
customer28408,M,m,"£38,133",1,Partial High School,Management,47,N,,
customer28409,M,m,"£89,899",3,Bachelors,Management,35,Y,,
customer28410,M,f,"£61,002",0,Bachelors,Management,46,N,,
customer28411,S,f,"£71,954",0,Graduate Degree,Clerical,41,Y,,
customer28412,M,m,"£82,712",1,Partial High School,Management,32,N,,
customer28413,S,m,"£55,389",3,Partial High School,Manual,32,N,,
customer28414,S,m,"£51,243",5,Graduate Degree,Management,48,N,,
customer28415,M,m,"£83,814",3,High School,Skilled Manual,38,Y,,
customer28416,M,m,"£48,399",4,Graduate Degree,Clerical,45,Y,,
customer28417,M,m,"£55,411",3,High School,Clerical,53,N,,
customer28418,S,m,"£85,232",1,Partial High School,Professional,52,Y,,
customer28419,M,m,"£70,593",5,Graduate Degree,Manual,33,N,,
customer28420,M,m,"£87,234",4,Graduate Degree,Management,51,N,,
customer28421,M,m,"£48,430",2,Graduate Degree,Management,51,N,,
customer28422,S,f,"£63,138",2,Bachelors,Skilled Manual,37,N,,
customer28423,S,f,"£75,909",1,Partial College,Clerical,47,Y,,
customer28424,S,f,"£65,411",1,Partial College,Management,41,Y,,
customer28425,S,f,"£33,310",3,Graduate Degree,Skilled Manual,49,N,,
customer28426,S,m,"£53,885",3,Partial High School,Professional,49,Y,,
customer28427,S,f,"£51,772",2,Graduate Degree,Management,32,N,,
customer28428,M,f,"£68,614",4,Bachelors,Professional,37,N,,
customer28429,M,f,"£75,647",3,Partial College,Manual,43,N,,
customer28430,M,f,"£37,920",1,Partial High School,Manual,54,Y,,
customer28431,M,m,"£77,574",1,Partial High School,Skilled Manual,36,Y,,
customer28432,M,m,"£53,353",2,Graduate Degree,Manual,39,N,,
customer28433,S,f,"£41,737",3,High School,Skilled Manual,48,N,,
customer28434,M,f,"£49,899",2,Partial High School,Clerical,54,Y,,
customer28435,S,f,"£47,200",2,High School,Clerical,48,Y,,
customer28436,S,m,"£51,608",1,Bachelors,Management,32,Y,,
customer28437,S,m,"£58,786",1,Partial High School,Skilled Manual,29,N,,
customer28438,S,f,"£35,202",2,Partial High School,Professional,34,Y,,
customer28439,S,f,"£56,917",1,Bachelors,Skilled Manual,43,N,,
customer28440,M,f,"£65,789",2,Partial High School,Skilled Manual,39,Y,,
customer28441,M,f,"£34,484",5,Partial College,Professional,53,Y,,
customer28442,S,m,"£60,777",1,Bachelors,Professional,36,N,,
customer28443,M,f,"£36,055",1,Partial High School,Management,23,N,,
customer28444,S,f,"£55,256",5,Partial College,Skilled Manual,38,N,,
customer28445,M,m,"£36,207",0,Partial High School,Clerical,49,N,,
customer28446,M,f,"£39,229",4,High School,Manual,52,Y,,
customer28447,S,m,"£49,375",1,Graduate Degree,Clerical,39,N,,
customer28448,S,f,"£67,346",4,Partial College,Manual,40,Y,,
customer28449,M,m,"£65,629",1,Partial High School,Management,41,N,,
customer28450,M,m,"£32,133",5,Partial College,Manual,53,N,,
customer28451,M,f,"£33,714",4,Bachelors,Clerical,25,N,,
customer28452,M,m,"£41,418",3,Bachelors,Manual,49,Y,,
customer28453,M,m,"£68,072",2,Bachelors,Skilled Manual,42,N,,
customer28454,M,f,"£66,626",5,High School,Skilled Manual,37,N,,
customer28455,M,m,"£42,834",4,Partial College,Clerical,27,Y,,
customer28456,M,f,"£77,251",4,Graduate Degree,Clerical,49,Y,,
customer28457,S,f,"£73,620",2,High School,Professional,23,Y,,
customer28458,M,f,"£70,098",2,High School,Skilled Manual,40,N,,
customer28459,S,m,"£50,833",2,High School,Manual,38,N,,
customer28460,M,m,"£44,896",2,High School,Skilled Manual,29,Y,,
